date,classification,total_pnl,avg_fee,total_volume,win_rate,trade_count,log_volume,log_pnl
2023-03-28,Greed,0.0,0.0,476.99280999999996,0.0,3,6.169595690537322,0.0
2023-11-14,Greed,155.50335699999994,2.674230290909091,11555429.66781,0.27464114832535885,1045,16.26266607211766,5.053077460229383
2024-03-09,Extreme Greed,176965.491774,0.9785666809824762,39406770.468365,0.49008905486929044,6962,17.489448224180435,12.083715681622886
2024-07-03,Neutral,158742.378078,1.224461208007282,21843234.177166846,0.3171824674415348,7141,16.89940182869335,11.975044202990443
2024-10-27,Greed,3189461.032019,0.6112046404645157,103947765.26336952,0.4516046650208564,35241,18.45939908346954,14.975362818539052
2025-02-19,Fear,6699925.190574,1.0832670527433932,704158491.8941449,0.41514592406122314,133871,20.37251402073583,15.717607067968276
